NEGATIVE	Bug teros tiap update
NEGATIVE	Apk nya bagus
POSITIVE	Apk classroom sangat bagus untuk saya dan ketika saya belajar untuk hal apapun yang sulit menjadi mudah Buruan download goggle classroom Siapa tau tugas kalian jadi gak sulit lagi:-)
POSITIVE	Terima kasih aplikaso google kelas / classroom saya mengunakan aplikasi ini lebih mudah belajar online nya aplikasi nya bagus !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Ngapain liat liat kan udah aku bilang aplikasi ini bagus
NEGATIVE	Setiap mengirimkan tugas, pasti selalu ada yang gagal. Padahal saya menggunakan wifi. Mohon untuk segera diperbaiki. Masalah terjadi bukan banyak sesekali tapi sangat sangat sering. Mohon perbaiki aplikasi ini
NEGATIVE	Dalam pengiriman ny bisa² smpe bsok ya ni apk lambat sekali dalam memproses foto untuk di kirim banyak tugas terlambat, gara - gara apk lambat dah pake wi fi sama aja, mohon perbaiki masalah nya oke
NEGATIVE	Banyak bug lagi enak tiduran tiba tiba dapat notif tugas dari guru tolong di perbaiki?? bugnya agar guru saya berhenti mengirim kan tugas
NEGATIVE	Aneh, ada beberapa kelas yang hilang bikin panik. Please lah gc, kalau mau nge prank jangan buat orang lain repot. Apk nya juga suka Error, loading lama ?? dah lah back to monkey
NEGATIVE	Setiap saya ingin membuka link dari classroom knp ada tulisan"aktifkan atau download chrome" tolong diperbaiki ????
NEGATIVE	Masa aku mau kirim tugas sama absen ga bisa masa ada tulisan "file drive tidak terdapat.coba lagi"koneksi jaringan ak kan banyak pake wifi lagi.tolong di baca dan diperbarui ya!!!
POSITIVE	Aktifin data aplikasi
NEGATIVE	Kenapa semua komen negatif yaa? Ya mungkin karena sudah merasa Lela banyaknya ibu ibu yang dulunya lulusan sampe SD doang dan sakarang udah harus kembali belajar, sedangkan pkerjaan rumah bukan itu saja. Cepat membaik Indonesiaku ??
NEGATIVE	Masih banyak bug masa lagi tidur tiba² muncul notif tugas terbaru,kan gk enak terganggu saya mohon diperbaiki lagi bug nya
POSITIVE	??Pliss admin Tolong cepat di perbaiki !! ?? Classroom saya sejak di update selalu tidak dapet notifikasi ??alhasil saya selalu ketinggalan Absen dan tugas ??Padahal notifikasi Classroom sangat penting bagi saya??kenapa harus kalian hilangkan?! Kalok gini terus cara nya aplikasi ini bisa dapat rating jelek + (saya terpaksa kasih bintang 2 karena tidak ada perbaikan dari kemarin??)??tolong jangan mempersulit daring kami????
NEGATIVE	Bugnya nggak jelas
NEGATIVE	Ansing app apaan ini,ada tugas ngga dapet notif, udh di spamin tugas tetep aja ngga ada notif,pagi sampe sore nugas trus,hasil? Dapet nilai bagus? Kagak yang ada tipes anj, bangun pagi sekarang udh di sediakan tugas anj,ini apaan sih ngntd
POSITIVE	Tolong pihak google untuk fix bug di suruh aktifkan app atau download app itu gara gara ini saya susah ngumpul tugas gak bisa lihat materi gak bisa ngisi g form cepet dong.
POSITIVE	Orang orang yg kasih bintang satu sama tanda seru nya byk banget adalah orang orang yg bodo mereka di kasih kemudahan untuk mengerjakan tugas tapi tidak di manfaatkan dengan baik , saya sangat suka aplikasi ini karna mempermudah mengerjakan tugas tanpa harus bertatap muka
POSITIVE	Saya selalu menemukan bug setelah menginstal app ini setiap saya main game selalu muncul notif dari apk gak guna ini
POSITIVE	Pada banyak yang ngasi ulasan gak bermutu ya? Nih aplikasi cuma mempermudah! Kalo lu mumet karna tugas numpuk ya kerjain bodoh! Jangan salahin aplikasinya pinter! Salahin diri sendiri kok bisa males banget. Hewan aja nggk gitu???
POSITIVE	Terima kasih guru karena telah membuat aplikasi ini, saya sangat senang dengan aplikasi ini, aplikasi ini membuat sy stress karena tiap hari di spam, aku cinta bu guru dan bapak guru di sekolah, love u guru????
NEGATIVE	Aku kecewa sama aplikasi ini,coba aja kalau nggak sekolah online aku nggak bakalan dowload.loading nya lama aku kasih bintang 1 dulu kalau loading nya udah nggak lama aku kasih bintang 5
NEGATIVE	diupdate mlah jdi gaada notifnyaa
NEGATIVE	Kenapa sebelum mengirim tugas ada masalah " anda telah mencapai jumlah file maksimum untuk dilampirkan ke tugas" dan itu membuat saya kesulitan untuk mengirim tugas ?? Terus pas udh di update ada tugas yang diketik terus diserahkan tuh gak bisa soalnya serahkan sama kolom komentar nya menyatu jadi susah buat mencet tombol serahkan nya?? Tolong dong buat google classroom lebih baik lagi biar gak kesulitan??
NEGATIVE	Tolong di perbaiki lagi setiap saya mau ngirim tugas tidak ada opsi upload atau sejenisnya dan sayapun harus ngasihnya ke WA??
NEGATIVE	Notif tugas banyak??
NEGATIVE	tolong tambahkan fitur untuk maksimal 1 tugas untuk 1 hari, saya capek dispam" tugas tiap hari, belom lagi zoom sama meet, hamdeh??, kasi paham juga buat guru" biar ngotak dikit lah anjeng ngasi tugasnya, kita sebagai murid perlu ripresing:v
NEGATIVE	Bug nya sangat meresahkan tolong dibenerin min saya lagi enak² tiduran malah banyak notif tugas dari guru saya,tolong diperbaiki min bugnya agar guru saya gk ngirim tugas lagi,mohon dibaca dan dimengerti????
NEGATIVE	Setelah saya update kenapa malah tidak bisa muncul notifikasi sama sekali, tolong di perbaiki, biasanya selalu dapet notif tapi setelah di update malah jadi begini, kan susah klo tugas deatlinenya cepet gegara gak dapet notif
NEGATIVE	Sering eror,tugas kadang ada yang masuk ada yang tidak, notifikasi telat masuk
NEGATIVE	Ini knp ya, kok setiap sy mau ganti akun gabisa mulu? Tolong diperbaiki lgi ya
NEGATIVE	Ini knp ya kok ga bisa mengirimkn tugas Berupa File video?!!, TOLONG DI PERBAIKI YA ! SY SNGT TERGANGGU GARA-GARA GAK BISA MENGIRIMKAN FILE VIDEO !!!
POSITIVE	APLIKASI YANG DI GUNAKAN PADA SAAT PANDEMI INI BERGUNA BANGET BAGI GURU DAN SISWA POKOKNYA MANTAP DEH MEMBANTU SELALU
NEGATIVE	sejak awal download selalu dapat notif tugas di pagi hari. Tolong dong di perbaiki bug ini. Sangat menggangu pagi saya.
POSITIVE	Terima kasih papa dan mama sudah mendownload game ini untuk aku, Aku suka dengan game ini walaupun susah di tamatkan tapi seru sampai palaku meldak karena setiap menyelesaikan 1 tugas pasti tugas lainnya akan muncul oh ya ni game kapan tamatnya ya. Terima kasih developer
POSITIVE	Bagus banget buat sekolah!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ngapain liat kebawah kan udah aku bilang bagus??bercanda kok aku gak marah Memang bagus banget aplikasi ini buat sekolah disitu juga bisa ada batas waktu nya jadi nya gak ketinggalan,oh iya nama saya Vivi??
POSITIVE	Saran saya tolong tambahkan fitur untuk mencari tugas agar lebih mudah untuk mencari tugas" yang sudah lama
NEGATIVE	Tolong diperbaiki masih banyak bug. Kok setiap hari selalu muncul "Tugas baru" ya. Tolong bug nya segera diperbaiki sebab sangat mengganggu jam tidur saya. Terima kasih.
NEGATIVE	Kaka kenapa GC sekarang makin lama lodingnya jadi suka terlambat saat quize di Gc :( huaa padahal masih ada waktu 1 menit semoga di perbaiki lagi GC nya kaka ?
NEGATIVE	Saya kasih bintang 2 dulu, karna kendala nya tidak bisa masuk sebagai siswa (kelas tidak ditemukan) padahal teman2 saya yang lain memakai link sama tapi mereka bisa masuk!
NEGATIVE	Jelek kadang suka ngebug
POSITIVE	Coba kalo ga ada apk classroom pasti semua soal soal di hp ga ada di classroom semua,mendingan soal soalnya di wa aja dahhh wkwkwkwk??
NEGATIVE	Banyak sekali bug, di HP saya notifikasinya tidak muncul, ini membuat saya kadang lupa ada tugas dan tidak mengerjakannya. Dan juga tolong tambahkan fitur waktu saat mengumpulkan tugas, kadang kadang saat saya mengumpulkan tugas dan terlambat beberapa menit hanya ada tulisan "diserahkan terlambat" tanpa ada info berapa menit atau jam saat mengumpulkan terlambat itu yang membuat saya sangat frustasi karena semua tugas yang terlambat seperti disama ratakan antara yang telat sebentar dan yang lama
POSITIVE	Apk ini sangat bagus dan membuat saya terbang ke angkasa...dengar kan lah Hati kecil murid ini.....kami hanya ingin Bertemu dengan guru kami setiap hari Layak nya seperti orang tua :")
NEGATIVE	Eror saat absen padahal di saya sudah tertulis di serahkan tapi kenapa di guru saya tidak ada saya jadi di tulis alpha kecewa
NEGATIVE	Bagus banget!!! Tapi kok ada bug yang tiba-tiba ada notif tugas ya? Itu sangat menggangu sekali..mohon di fix??
NEGATIVE	Sebenarnya aplikasi ini berguna banget sih seharusnya sih harus di beri rating bagus, tapiiiii...!! karena disini lah siswa/siswi jadi malas belajar, tugas menumpuk di sini??
NEGATIVE	Udah sekolah offline wekk
NEGATIVE	Tolong diperbaiki bugnya. masa saya lagi tidur tiba-tiba ada notif dari guru. Terus tolong perbaiki bug numpuk tugasnya. bugnya sangat meresahkan bikin ganggu saya saat tidur dan bikin saya stress menyelesaikan tugasnya.
NEGATIVE	Tolong buat fitur disable mengirim video untuk pelajaran PJOK. Tiap beres materi masa buat video mulu, meresahkan.
NEGATIVE	Ini aplikasi bagus tapi tolong diperbaiki saya kok mau buka file di suruh doanload youtube terus padahal saya udah ada youtubenya
NEGATIVE	Nambahin beban idup ae :))
NEGATIVE	Apk ini sangat jelek tapi saya terpaksa mendownload ny, diapk ini kok banyak bug ya saat saya enak enak rebahan tiba tiba ada notif tugas mohon bugnya segera difix
NEGATIVE	Banyak Bug kalo lagi santai tiba tiba ada notif tugas trus kalo gurunya ngasih tugas langsung banyak tolong di perbaiki bug nya
POSITIVE	Apk nya bgus
POSITIVE	Aplikasinya bagus sih, tapi kenapa setiap ada chat di grup kok tidak ada notifikasi ya(atau emang begitu,atau cuma di hpku doang) gara² itu saya selalu ketinggalan tugas, tolong dong jawabannya
NEGATIVE	kenapa saya gabisa buka link di gcr ya , saya jdi suka telat kalo ga pernah bisa buka link di gcr. tolong di benerin lg.
POSITIVE	Aplikasi baik, semuanya baik, tapi sy yg gk baik" aja soalnya sy stress gara" tugas yg di berikan guru sy smpe bejibun ??????????.... sebenernya bisa sy hapus app ini tapi nanti sy gk lulus sekolah dan sy bisa di gebukin ibu saya klo gk lulus nanti hdh??????
NEGATIVE	Apk rusak, diupdate aja lama bgt lodingnya padahal sinyal lancar, dan download apk lain lancar² saja, kenapa ini lama bgt lodingnya gk ke download download
POSITIVE	Kekurangan nya hanya satu yaitu kirim tugas nya susah, harus sinyal yang kuat.... Jadi tolong buat agar kirim foto/video tugas lebih cepat dan mudah ??
NEGATIVE	knp akhir akhir ini kalok ada guru ngirim tugas dari yt, pdf, link gt suruh download apknya dulu, padahal udh ada apknya tp srh tetep download mohon di perbaiki itu mengganggu bngt
NEGATIVE	Lama anj vidio gw kagak kekirim kirim
POSITIVE	Bgua tpi pengiriman videonya sngat lemot
NEGATIVE	Kok login mulu, eh pas di lihat di play store suruh update lagi, padahal baru kemarin update nya. Tolong perbaiki yh soalnya apk nya udh bagus banget, membantu sekali untuk para pelajar
NEGATIVE	Aplikasi sialan!! Tiap mau ngirim tugas lemot mulu ajg padahal sinyal gw 1mb+ lah kurang ap lgi? Klo bisa tolong perbaiki secepatnya bukannya membantu tapi malah nambah nyusahin ni apk
NEGATIVE	Aplikasi ini buat saya harus nunggu lama dan susah untuk mengumpulkan tugas!!!!!!!!!!??????????????
NEGATIVE	Kok makin jelek sih, upload tugas aja makan waktu banyak, kadang bisa kadang nggak gimana maunya dah cobak pernah jugak ampe telat ngumpul karna tugasnya gk bisa ke kirim, belum juga masalah notif sampe sekarang masi aja belum diperbaiki gara gara gk ada notif, gk tau jadinya kalo ada tugas sama ngabsen dan dibilang lah alfa??, fucek lah makin lama ni apps
POSITIVE	Seharusnya Bisa Lebih Di Ringankan Untuk Kinerja Aplikasi Agar Saat Mengirim Tugas Tidak Harus Menunggu Lama, Loading Saat Hendak Memberikan Tugas Ke Kelas Mungkin Bisa Di Ganti Dengan Cara Upload Latar Belakang Yg Mana Upload Bisa Berjalan Sambil Kita Meninggalkan Aplikasi / Saat Hendak Mengirim Tugas Lainnya
NEGATIVE	Ngebug tugas banyak anj
NEGATIVE	Gk bagus , padahal saya sedang push rank tiba² guru saya memberi tugas .ahhh guru dan apl ajg. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!! Jelek
NEGATIVE	Apk nya jelek
POSITIVE	min saran tambahkan room class buat arsip kelas yang udah gakepakai kalo bisa delete aja dari kamii nya bukan dari guru, lama²daftar mapel nya cuma jd sampah
NEGATIVE	Aplikasi ini sangat buruk, saya suka mendapatkan notif² tugas yang sangat menggangu saya saat sedang push rank, tolong kepada developer untung menghilakan notif² yang sangat menggangu tersebut. Salam pdi perjuangan
POSITIVE	Bagus saya sudah pakai apk ini 1 tahun hasilnya bagus untuk belajar ........................................................................................................................................................................................................................
NEGATIVE	Notif telat masuk
POSITIVE	Aplikasinya sangat bagus, namun setiap hari kok ada notif tugas tolong untuk segera di perbiki yaa Terimakasih
POSITIVE	Saat hari cerah seperti biasanya bercanda ria tak ada resah, kami melihat tugas banyak menunggu, namun seketika 1,2,3,Go kubuka classroom sekejab absensi saja:v
NEGATIVE	apasihhhh ini tolonglah ya masa saya mau buka classroom nya tidak bisa bertulisan "classroom tidak menanggapi" teruss!!!! jadi gak nyaman ???? gak bisa kirim tugas!!! tau gakkkkkkkk ergggghhhhh
NEGATIVE	Aneh aplikasi ini kok pas saya bangun tidur langsung panyak notifikasi ya aneh, Tolong segera fix biar guru saya gk ngasih tugas
POSITIVE	Enak belajar menggunakan google classroom , lebih simpel dan mudah mengirim tugas , walau pandemi , google classroom bikin pelajaran jadi lebih menarik secara online untuk ngumpulin dan komunikasi tugas
POSITIVE	Alasan di mana saya memberikan ranting 4 karena di saat penyerahan tugas itu loadingnya lama sekali padahal sinyal koneksi saya itu cukup bagus dan memuaskan tolong diperbaiki ya.
NEGATIVE	Kenapa kok ada tulisan tidak dapat melampirkan Drive . Coba lagi Padahal uda update Tolong diperbaiki ya
POSITIVE	Kak kenapa ya dari kemarin siang saya tidak bisa kirim tugas ke classroom dan sampai sekarang pun tidak bisa. Teman-teman saya juga sama seperti itu, minta solusinya dong kak????
POSITIVE	Apk nya jelek,di buat ngirim tugas/foto ndak bisa,udah jelek bikin pusing lagi,asuuuu lah!
NEGATIVE	saya gak bisa kirim tugas dan jadi di omelin emak gara" guru nya nelpon padahal gw udah bilang ke guru nya
POSITIVE	Sebenarnya sudah bagus , tapi kadang saat saya sedang bermain game tiba tiba ada notifikasi dari guru dan itu membuat saya tidak tenang dan kalah saat bermain game , tolong di perbaiki lagi bug nya ya agar tidak ada notifikasi lagi untuk selamanya
NEGATIVE	Pas buka tugas dari guru tugasnya malah ngga ada. Padahal ini tugas pertama saat saya kelas dua. Hadeh saya tunggu beberapa jam lagi. Kalau tidak ada Perubahan saya laparkan aplikasi ini.
POSITIVE	Waaaww! Terima kasih developer yg buat apk ini?? saya sangat terbantu dengan apk ini. karna adanya daring online sebab Corona?? sebenarnya memang notif banyak. Tapi kalau di kerjakan saja pasti bakal ringan ?? pokoknya Is The Best deh this apk.
NEGATIVE	Hadiah Anipersari Dikit + Butut
NEGATIVE	Kecewa bgt sama classroom pdhl udh selesai nugas tinggal kirim aja tapi ga bisa kekirim karna "anda tidak dapat mengirim tugas saat ini, hubungi guru atau lakukan nanti" gimana caranya coba udh jam 6 ga bisa ngirim????
NEGATIVE	Gataulah, saya sudah tidak sanggup l Tolong Coba di kasih fitur jawaban instan biar saya kasih full bintang lagi??
NEGATIVE	Kenapa hari ini google classroom saya jadi tidak ada notifnya, padahal kemarin-kemarin ada, dan gak ada yang saya rubah-rubah, tolong dibenerin dong, soalnya notif itu penting banget Terima kasih
NEGATIVE	Apk gak gunnaaaa
POSITIVE	Saya mengirimkan video tugas, tapi pas diputar videonya malah tidak bisa. Di mohon untuk di perbaiki supaya mengerjakan tugasnya berjalan lancar. ??????
POSITIVE	Dear google Classroom, saya sangat terbantu untuk belajar efisien selama pandemi. Tapi saya merasakan beberapa kelihan terkait aplikasi ini: 1. Notifikasi sering telat sehingga telat mengisi absen 2. Upload tugasnya lama bangeeet 3. Tugas yang belum dibuat, susah utuk dicari 4. Loadingnya lama Thank's for attention ????
NEGATIVE	GABISA NGIRIM TUGAS LOH AKU DITOLAK SERVER TERUSS
NEGATIVE	KECEWA¡!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! GARA² APK INI TUGAS SAYA TAMBAH BANYAK!!
POSITIVE	Aplikasi yg sangat bagus , karena bisa membantu saya belajar di rumah ??. Oh ya kok sekarang kalau ada tugas kadang tidak ada notifikasinya jadi saya ketinggalan . Untung cuma 1 tugas doang ??
NEGATIVE	Lo enak broo,,,.Pagi pagi di spam Doi Lah gua,,Pagi pagi di spam tugas Aplikasi spam Tugas×
NEGATIVE	ini knp si materi ga bisa kebuka ampe nunggu lama bgt tetep aja ga bisa pdhl di apl lain bisa ga ngaruh sama jaringan pdhl
POSITIVE	Udah bagus tapi kok enggak muncul notifikasi ya, saya jadi dianggap nggak absen, ya saya kira enggak ada absen eh ternyata ada, mohon diperbaiki
NEGATIVE	Tolong kepada insinyur "google class" untuk dikaji ulang systemnya karena ini menyangkut kepada kenyamanan pengguna yang sangat terganggu atas keterlambatan pengiriman file dan hilangnya berkas yang dikirimkan???? Sekian Terima kasih?
NEGATIVE	Tolong di perhatikan bug nya kok saya setiap bangun tidur selalu ada notifikasi terus tolong yah di perhatikan
POSITIVE	Kadang google classroom nya ngeleg
NEGATIVE	PLIS LAH,SAYA NGIRIM TUGAS KO GA BISA²,MANA PAS NGE SCAN BERKAS NYA HILANG SEMUA LAGI,PLIS LAH, PERBAIKIN LAGI,MAU LIAT TUGAS MASUK JUGA GA BISA,MALAH ADA TANDA LOADING MULU,PADAHAL UDH SAYA PERBARUI YAA! TRS JUGA NOTIFIKASI NYA KO HA ADA,KARENA NOTIF GA ADA SAYA TELT MASUK KELAS,TRS JUGA GURU SAYA NGIRIM MATERI JAM 09.30 MALAH MASUK JAM 10 LEWAT ANEH BANGET!!!
NEGATIVE	NYESEL SAYA UPDATE
NEGATIVE	Terlalu banyak notif! Pada saat saya sedang rebahan tiba" ada notif. Dan itu sangat mengganggu saya! saya sarankan update kali ini bisa mengurangi notif hingga notif akan muncul pada seminggu sekali
NEGATIVE	Aplikasinya bagus tetapi kenapa setelah di update ko setiap kali mau absen di suruh download chrome sedangkan chrome sudah terinstall di android.
NEGATIVE	Kok tugas dari guru gak pernah muncul,pdhl guru nya selalu upload tugas,tapi di tempat saya kok gk ada tugas nya,tolong diperbaiki gara gara ini,saya banyak ketinggalan pelajaran dan nilai saya 0
NEGATIVE	banyak bug nya , entah kenapa dalam seminggu ini , dosen saya terus²an spam tugas di Minggu ini , Tolong developer agak segera memperbaiki bug ini , karna sangat meresahkan sekali , Terimakasih ??
POSITIVE	Terimakasih Saya berfikir siapakah orang yang sudah membuat aplikasi ini Membuat saya bisa mengatur data saya
NEGATIVE	Di google classroom saya udah ada kelas yang saya masuki tapi pas saya update terus saya masuk ke classroom tiba tiba semuanya hilang dan ada kata kata "tidak dapat memuat kelas" apa yang terjadi?
NEGATIVE	Tolong di perbarui lagi saya sudah buka kok tidak ada kelas.padahal saya sudah lama pakai apk ini baru pertama kali tidak ada kelas di google classroom ini tolong di perbaiki dan membarui fitur yg lebih canggih.tolong di perbaiki.assalamualaikum.wr.wb
NEGATIVE	Tugas saya sudah dikirim tapi kenapa setelah saya lihat besoknya disuruh kirim ulang, nilai saya jadi kurang/terlambat masih untung kalau di kasih masuk nilainya kalau tidak bagaimana? Asu ngk becus
NEGATIVE	Admin, mau nanya kok kirim tugas nya lama ya.. ? loading lama gitu, baru aja aku update.. Itu kenapa ya..? Server nya diperbaiki donk ??, saya kirim tugas nya jadi telat
NEGATIVE	Kenapa sekarang Google Classroom jadi error gini ya setelah update, masa aku gak bisa terima notif dari guru padahal tugas penting, seharusnya setelah di update Google Classroom jadi tambah bagus lagi tapi ini malah tambah ngaco
NEGATIVE	Apk setan spam tugas mulu
NEGATIVE	Halo nama saya viola,google kelas ini aneh ya masa saya gk bisa ngrim tugas padahal yang lain temen² saya bisa cara buat masukin tugas sama dengan saya tapi saya kok ga bisa ya
POSITIVE	Mohon untuk notifikasi di Classroom kembali ditampilkan, walaupun dapat menerima email dari pengajar. Namun rasanya lebih nyaman untuk diberikan Notifikasi secara langsung oleh Classroom. Terima kasih.....
NEGATIVE	G bagus apk nya maap
NEGATIVE	Aplikasinya cukup bagus tapi masih banyak bug nya ,yaitu saat saya sedang bersantai tiba tiba ada notifikasi dari guru saya ,tolong ya devloper nya memperbaiki bug nya agar guru saya tidak selalu mengirim tugas ketika saya sedang bersantai -_-
NEGATIVE	Maaf ya kak ini kenapa ya pas saya buat video di class room pasti gak bisa dan keluar tulisan tidak dapat mengakses dokumen pastikan anda tersambung ke internet padahal saya makek wi'fi dan wi'finya gk ada masalah apa².Tolong dong kak diperbaikin soalnya saya sulit membuat dokumen buat tugas saya??
NEGATIVE	Tolong notifikasi nya hilangin ya min bikin saya pengen mati aja , bug nya hilangin biar ga di spam tugas cape saya di marahain sama ini apk????????
NEGATIVE	Kenapa classroom suka kayak error gitu, mau kirim tugas kadang nggak bisa diserahkan dan mau kirim video juga lama loading nya. Tolong diperbaiki lagi supaya penggunaan classroom lebh mudahh
NEGATIVE	Tidak bisa mengirim tugas terus, dimarahi guru terus nih gara gara ga bisa kirim tugas, CEPET PERBAIKI YAAA
NEGATIVE	Notofikasi tugasnya ko gak masuk ya padahal saya mau mengumpulkn tugas yang idah guru share lewat grub WA tolong di perbaikin lagi yaa kalo gini saya pngin nangiss udah ngerjain di kebut pas mau deadline malah di Clasroom saya gak ada notif tugasnyaa saya cape saya lelah tolonglah pengertiannya, sedangkan di gogle kelas temen saya notifikasinya ada trus padahal dia jarang ngerjain tugas jangan gitu donggg gak adilll ?? mana nggak boleh japri lagi ????????
POSITIVE	Mantap. Sekarang ada updet baru. Jadi saya bisa tau kalau ada tugas yang belum dikerjakan. Sukses selalu developer, tolong pertimbangkan updet notifikasi nya ya, jadi saya bisa tau kalau ada materi atau tugas baru. Tapi saat ini sudah cukup bagus kok
NEGATIVE	Tolong benerin bug buat ngirim tugas, semenjak diupdate malah tambah lama buat upload tugasnya. Kalo saya ga butuh, bakal saya uninstall juga ini aplikasi
NEGATIVE	Cuihh,,,kenapa guru di sekolah harus mengasih tugas,,,trs banyak lagi jadi saya tolong hapus apk ini agar semua murid menjadi tenang biar tidak ada tugas yang menyusahkan ini ok??sekian dari saya Terima kasih
POSITIVE	Bagus sih , tapi kalo mau ngumpulin tugas harus bagus jaringannya kalo nggak pasti bakalan muter terusssss??
NEGATIVE	Kenapa setiap hari ada notifikasi dari guru teruss sihh gk bisa diem apa !!!! Apk sanagt mengganggu lebih baik jangan di install!! Aplikasi meresahkan!!! Selalu ada tugas mulu !!
NEGATIVE	Maaf ini kenapa banyak bug ya, mengapa sehari tugas saya ada 5? Dan saya minta tolong kepada developer nya untuk menghentikan guru saya mengirim tugas jika sudah saya rating 5 bintang, sekian terimakasih.
NEGATIVE	Memang yg trbaik goggle Classroom ini sangat membantu dlm pembelajaran daring dimasa pandemi ini dan sangat bermanfaat utk siswa yg daring dri rmh
NEGATIVE	Tolong dong diperbaikin lagi saya mau ngirimin tugas jadi susah dikarenakan loading yg lama dan juga tolong dong untuk notifikasi nya saya merasa terganggu padahal saya sudah mengirimkan tugas nya
NEGATIVE	Tolong bantuannya setiap membuka apk lain selalu tiba iklan yg padahal sebelum ada apk ini tidak pernah ada yg seperti itu,di tambah lagi tolong kurangi iklan yg berlebihan ini
NEGATIVE	Setelah update aplikasi belajar ini jadi semakin sering terjadi eror, seperti notif tugas yang tidak muncul, dan lain lain, tolong kembalikan google classroom yang dulu!!!
NEGATIVE	Hadiah anniversary nya payahh
NEGATIVE	Saya sangat berterimakasih kepada devoloper karna dgn aplikasi ini kalian sudah mendukung penuh para pemerintah serta guru untuk membuat anak cucu bangsa menjalani kebiasaan bodoh dari rumah. TATAP MUKA AJA MASIH BODOK APALAGI ONLINE
POSITIVE	Okeeeeee lahh
NEGATIVE	Celassrom asu Setelah update ngtim 1 foto aja lama bangat. Kenapa sih. Penyadapan data atu g g mana kalo g di suruh guru di apa pun males download apk ini. G kaya dulu Ini ajaringan Bagus aja susah minta ampun.
NEGATIVE	Tugas saya tidak bisa diserahkan disuruh coba lagi sudah dicoba lagi juga tetap tidak bisa mohon diperbaiki
NEGATIVE	Tiap mau kirim tugas susah banget,padahal sinyal dah bagus. Pakai wifi juga sama gk bisa,terus notif yang udah diliat tetap aja ada tanda merahnya
NEGATIVE	Notif kadang terlambat
NEGATIVE	Bug nya tolong di benerin ???? masa gw lagi main pou ada notif kek gini mohon segera di fix. Terimakasih.
POSITIVE	Tolong di perbaiki bug nya,soal nya tiba2 banyak tugas dateng ke email saya
NEGATIVE	entah kenapa selalu ada notif ga jelas dari apk ini padahal sy gapernah ngotak ngatik apk ini di fix dong bug nya karena lama lama jadi ngeselin
POSITIVE	Tugas dengan apl ini sangat bagussss!!!!!!!!! +!! +!!!! @!!!!!!!!!
NEGATIVE	Bug kebanyakan notif
NEGATIVE	Lama benget d9wnload nya jing
NEGATIVE	Kenapa aplikasinya lemot banget setiap mau buka tugas saya udah nunggu loading nya lama tapi gk kebuka buka satu mengirim tugas juga lama banget sudah tugas bikin pusing ini lag lag bikin saya tambah pusing padahal buka youtube, ig, facebook dll gk ada masalah ini giliran buka Google Classroom terus buka foto tugas yang dikirm sama guru lama banget
POSITIVE	Entah kenapa Saya tidak pernah dapat notif tugas yg diberikan Tolong perbaikan nya
NEGATIVE	em tlong yya... sy mau ngirim tugas ke guru, nah load nya lama bngt sampe 1 jam lebih..
NEGATIVE	Apaan si ko tiba tiba GC gua eror ga ada notif aku hapus data masuk ke akun yang buat pelajaran di gc ko ga jadi suruh hubungi admin moderator apaan si anjg
NEGATIVE	EROR Sebellll keselllll anehhh meh tak perbarui malah muncul "Tidak bisa menginstal google kelas, coba lagi dan jika tidak berfungsi lihat cara umum"?? Dan Paling Suebellll lagi aku mau ngirim tugas B. Inggris kenapa gabisa terkirim sih woee padahal mapel lain bisa Tolong dongg ini Classroom kenapa jadi gini perbaiki dong min????
NEGATIVE	Dasar Payah. Aku sudah mengerjakan tugasnya namun menambahkan foto selalu loading. Sudah menggunakan wifi, tetap saja. Tidak becus.
NEGATIVE	Tolong?? segera di perbaiki bug nya masak saat saya lagi nyantai nikmatin hidup ada notif tugas??. Ganggu orang lagi nyantai aja Emang gk jelas nih APK.....!!!!?????????????Cuihhh
NEGATIVE	Ini aplikasih gimana SIH?! Aku di marain guru saya karena telat kirim tugas padahal karena ngak mau ngeload dari tadi padahal videonya hanya 20 detik!!
